Checkin Date,2015-08-12,2015-08-12,2015-08-12,2015-08-12,2015-08-13,2015-08-13,2015-08-13,2015-08-13,2015-08-19,2015-08-19,2015-08-19,2015-08-19,2015-08-26,2015-08-26,2015-08-26,2015-08-26,2015-08-27,2015-08-27,2015-08-27,2015-08-27,2015-08-28,2015-08-28,2015-08-28,2015-08-28,2015-09-09,2015-09-09,2015-09-09,2015-09-09,2015-09-10,2015-09-10,2015-09-10,2015-09-10,2015-09-11,2015-09-11,2015-09-11,2015-09-11,2015-09-16,2015-09-16,2015-09-16,2015-09-16,2015-09-17,2015-09-17,2015-09-17,2015-09-17,2015-09-18,2015-09-18,2015-09-18,2015-09-18,2015-09-30,2015-09-30,2015-09-30,2015-09-30,2015-10-01,2015-10-01,2015-10-01,2015-10-01,2015-10-02,2015-10-02,2015-10-02,2015-10-02,2015-10-07,2015-10-07,2015-10-07,2015-10-07,2015-10-14,2015-10-14,2015-10-14,2015-10-14,2015-10-15,2015-10-15,2015-10-15,2015-10-15,2015-10-16,2015-10-16,2015-10-16,2015-10-16,2015-10-21,2015-10-21,2015-10-21,2015-10-21,2015-10-22,2015-10-22,2015-10-22,2015-10-22,2015-10-27,2015-10-27,2015-10-27,2015-10-27,2015-10-28,2015-10-28,2015-10-28,2015-10-28,2015-10-29,2015-10-29,2015-10-29,2015-10-29,2015-10-30,2015-10-30,2015-10-30,2015-10-30,2015-11-03,2015-11-03,2015-11-03,2015-11-03,2015-11-04,2015-11-04,2015-11-04,2015-11-04,2015-11-05,2015-11-05,2015-11-05,2015-11-05,2015-11-06,2015-11-06,2015-11-06,2015-11-06,2015-11-07,2015-11-07,2015-11-07,2015-11-07,2015-11-10,2015-11-10,2015-11-10,2015-11-10,2015-11-11,2015-11-11,2015-11-11,2015-11-11,2015-11-12,2015-11-12,2015-11-12,2015-11-12,2015-11-13,2015-11-13,2015-11-13,2015-11-13,2015-11-18,2015-11-18,2015-11-18,2015-11-18,2015-11-21,2015-11-21,2015-11-21,2015-11-21,2015-11-25,2015-11-25,2015-11-25,2015-11-25,2015-11-26,2015-11-26,2015-11-26,2015-11-26,2015-11-27,2015-11-27,2015-11-27,2015-11-27,2015-11-28,2015-11-28,2015-11-28,2015-11-28
Best Western Plus Newark Airport West,60.377358490565996,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.4779874213836,26.415094339622613,-1.0,-1.0,47.16981132075472,-1.0,-1.0,-1.0,52.83018867924528,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.99371069182388,-1.0,-1.0,-1.0,-1.0,50.943396226415075,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.89308176100627,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.28301886792451,-1.0,-1.0,-1.0,-1.0,35.84905660377359,24.528301886792462,-1.0,-1.0,24.528301886792462,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.61006289308176,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.352201257861623,27.67295597484275,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.75471698113205,-1.0,-1.0,8.805031446540852,20.12578616352198,-1.0,-1.0,-1.0,18.23899371069183,-1.0,-1.0
Blakely New York,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.48409893992934,81.0070671378092,64.48763250883391,86.48409893992934,64.48763250883391,75.53003533568904,81.0070671378092,64.48763250883391,77.91519434628975,77.8268551236749,73.0565371024735,77.8268551236749,82.15547703180212,82.15547703180212,100.0,82.15547703180212,-1.0,-1.0,-1.0,-1.0,82.15547703180212,82.15547703180212,82.15547703180212,82.15547703180212,-1.0,-1.0,90.10600706713782,-1.0,-1.0,81.44876325088339,92.40282685512366,-1.0,-1.0,-1.0,-1.0,-1.0,38.162544169611294,-1.0,38.162544169611294,35.60070671378091,-1.0,-1.0,-1.0,-1.0,-1.0,39.75265017667846,39.84098939929328,38.957597173144876,39.75265017667846,39.75265017667846,39.84098939929328,37.10247349823322,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.038869257950523,8.127208480565372,8.127208480565372,8.127208480565372,9.717314487632507,9.717314487632507,9.717314487632507,8.833922261484105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Cassa Hotel 45th Street,26.714285714285708,31.0,39.57142857142857,41.71428571428571,19.57142857142857,48.85714285714286,25.285714285714278,33.85714285714286,17.42857142857143,21.714285714285708,28.85714285714286,27.42857142857143,13.142857142857139,20.285714285714292,14.57142857142857,33.85714285714286,13.857142857142861,-1.0,8.857142857142861,8.142857142857139,-1.0,8.857142857142861,25.285714285714278,-1.0,-1.0,-1.0,66.71428571428572,71.0,-1.0,61.0,61.0,69.57142857142856,68.85714285714286,58.85714285714286,-1.0,-1.0,-1.0,72.42857142857142,75.28571428571428,75.28571428571428,56.71428571428571,50.28571428571428,61.0,99.57142857142856,-1.0,48.14285714285714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,69.57142857142856,86.71428571428572,-1.0,53.85714285714286,68.78571428571428,81.0,-1.0,100.0,90.28571428571428,100.0,58.14285714285714,68.14285714285714,98.64285714285714,74.28571428571428,55.28571428571428,64.42857142857142,65.07142857142856,76.21428571428572,-1.0,32.07142857142857,-1.0,-1.0,81.57142857142856,83.42857142857142,90.71428571428572,97.92857142857142,70.35714285714286,71.64285714285714,49.78571428571428,-1.0,-1.0,51.0,66.0,-1.0,58.14285714285714,52.92857142857143,87.42857142857142,81.64285714285714,24.785714285714278,-1.0,68.35714285714286,-1.0,-1.0,58.35714285714286,-1.0,-1.0,-1.0,64.0,15.142857142857139,71.0,-1.0,42.0,66.42857142857142,28.07142857142857,23.0,71.64285714285714,34.85714285714286,69.71428571428572,-1.0,16.35714285714286,-1.0,-1.0,17.785714285714292,45.42857142857143,-1.0,-1.0,-1.0,45.42857142857143,3.9285714285714306,-1.0,44.07142857142857,21.285714285714292,22.64285714285714,34.64285714285714,16.5,15.0,21.92857142857143,-1.0,20.35714285714286,16.42857142857143,37.57142857142857,-1.0,20.35714285714286,2.0,4.642857142857139,38.78571428571428,0.0,7.214285714285708,9.214285714285708,-1.0,23.14285714285714,24.57142857142857,23.85714285714286,30.285714285714278,46.35714285714286,15.285714285714292,14.57142857142857,-1.0,36.71428571428571,28.14285714285714,-1.0,-1.0,23.0,-1.0,-1.0,-1.0
Chelsea Inn,-1.0,-1.0,-1.0,-1.0,-1.0,36.05263157894737,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.73684210526318,24.73684210526318,24.73684210526318,24.73684210526318,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.21052631578948,92.10526315789474,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82.89473684210526,-1.0,-1.0,-1.0,-1.0,81.57894736842107,-1.0,-1.0,-1.0,82.89473684210526,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.47368421052633,-1.0,-1.0,-1.0,8.42105263157896,0.0,-1.0
Comfort Inn Times Square South Area,47.651775486827034,51.31729667812142,58.1901489117984,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.97938144329898,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.49026345933562,64.37571592210766,64.37571592210766,-1.0,-1.0,84.42153493699884,-1.0,74.57044673539518,-1.0,-1.0,-1.0,-1.0,-1.0,93.5853379152348,-1.0,-1.0,84.7651775486827,86.82703321878579,-1.0,-1.0,80.1832760595647,99.99999999999999,92.09621993127148,-1.0,88.20160366552118,88.20160366552118,85.4524627720504,88.20160366552118,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.46620847651775,-1.0,-1.0,53.72279495990837,79.49599083619701,65.63573883161511,66.20847651775487,39.63344788087056,38.94616265750285,-1.0,-1.0,50.85910652920961,46.964490263459325,46.964490263459325,46.964490263459325,48.797250859106526,47.88087056128293,48.797250859106526,48.797250859106526,-1.0,-1.0,-1.0,-1.0,49.48453608247422,52.92096219931271,47.99541809851088,44.67353951890034,-1.0,39.86254295532646,37.57159221076746,-1.0,-1.0,29.89690721649484,-1.0,-1.0,12.485681557846505,35.28064146620848,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.72279495990837,53.72279495990837,53.60824742268041,53.72279495990837,-1.0,47.651775486827034,49.94272623138602,-1.0,-1.0,-1.0,43.4135166093929,32.07331042382589
Conrad New York,-1.0,32.90258449304175,31.90854870775349,46.81908548707754,38.866799204771375,30.417495029821076,26.938369781312126,33.39960238568589,17.495029821073565,19.483101391650102,27.435387673956264,35.93439363817098,21.47117296222664,23.956262425447314,31.063618290258454,-1.0,36.87872763419484,28.52882703777336,23.956262425447314,21.47117296222664,35.88469184890656,-1.0,34.8906560636183,-1.0,-1.0,-1.0,68.68787276341948,-1.0,-1.0,57.25646123260439,-1.0,-1.0,89.06560636182905,77.13717693836978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.64612326043738,74.6520874751491,67.19681908548708,58.747514910536786,53.2803180914513,74.6520874751491,-1.0,-1.0,-1.0,100.00000000000003,-1.0,-1.0,96.52087475149108,100.00000000000003,73.1610337972167,63.220675944334,53.2803180914513,78.6282306163022,-1.0,-1.0,86.58051689860835,98.01192842942348,47.316103379721675,56.26242544731611,65.20874751491056,-1.0,-1.0,69.68190854870775,59.244532803180924,48.80715705765409,80.1192842942346,69.68190854870775,59.244532803180924,-1.0,-1.0,-1.0,-1.0,100.00000000000003,-1.0,90.55666003976145,96.52087475149108,100.00000000000003,-1.0,57.75347912524851,60.73558648111332,68.19085487077535,51.789264413518886,57.75347912524851,61.7296222664016,82.60437375745528,-1.0,76.14314115308153,69.68190854870775,-1.0,74.15506958250498,81.610337972167,67.89264413518887,-1.0,-1.0,-1.0,75.64612326043738,89.56262425447318,-1.0,58.25049701789265,73.1610337972167,-1.0,-1.0,21.47117296222664,15.506958250497021,9.542743538767397,69.68190854870775,63.717693836978135,45.825049701789276,54.7713717693837,74.6520874751491,64.7117296222664,65.20874751491056,-1.0,-1.0,63.717693836978135,68.68787276341948,74.15506958250498,62.723658051689874,35.387673956262425,54.274353876739575,71.6699801192843,-1.0,62.226640159045736,45.825049701789276,30.914512922465214,69.68190854870775,63.717693836978135,69.68190854870775,-1.0,26.938369781312126,35.387673956262425,51.29224652087476,60.73558648111332,-1.0,1.1928429423459264,0.0,5.069582504970185,29.92047713717694,25.447316103379727,20.974155069582515,18.986083499005964,-1.0,-1.0,48.80715705765409,66.2027833001988,84.09542743538768,67.69383697813123,72.16699801192843,75.64612326043738,72.11729622266401,64.01590457256461,74.6520874751491,-1.0
Courtyard New York Manhattan Times Square West,83.33333333333326,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8.666666666666629,90.66666666666663,-1.0,32.66666666666663,41.33333333333326,60.66666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Courtyard Newark Elizabeth,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.28985507246378,39.13043478260869,-1.0,-1.0,-1.0,63.768115942029,42.028985507246375,20.28985507246378,79.71014492753625,57.971014492753625,36.231884057971,-1.0,17.391304347826093,30.434782608695656,52.17391304347825,-1.0,-1.0,69.56521739130437,47.82608695652175,-1.0,91.30434782608694,69.56521739130437,53.62318840579712,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.31884057971013,39.13043478260869,-1.0,81.15942028985506,57.971014492753625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.91304347826087,-1.0,-1.0,95.6521739130435,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.52173913043481,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.62318840579712,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.391304347826093,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,43.47826086956519,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.56521739130437,43.47826086956519,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Courtyard by Marriott New York City Manhattan Fifth Avenue,8.02030456852792,9.34010152284263,10.659898477157356,-1.0,-1.0,-1.0,2.639593908629436,1.3197969543147252,13.299492385786806,14.619289340101517,15.939086294416228,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.57360406091371,46.90355329949239,45.583756345177676,-1.0,61.624365482233486,62.233502538071065,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.497461928934,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Courtyard by Marriott New York Manhattan   Central Park,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.52567975830812,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.19637462235647,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.04531722054378,87.16012084592143,-1.0,100.0,94.56193353474316,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82.77945619335344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.95468277945616,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.048338368580033,16.314199395770373,11.631419939577029,-1.0,-1.0,-1.0,21.752265861027183,-1.0,11.933534743202415,16.465256797583066,-1.0,-1.0,-1.0,-1.0,-1.0,6.193353474320219,23.111782477341364,19.486404833836843,28.39879154078548,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.38066465256796,-1.0,-1.0,-1.0,-1.0,-1.0
Courtyard by Marriott New York Manhattan SoHo,13.711583924349895,13.711583924349895,13.711583924349895,-1.0,-1.0,-1.0,-1.0,0.0,19.858156028368796,19.858156028368796,19.858156028368796,-1.0,27.068557919621753,27.068557919621753,27.068557919621753,-1.0,-1.0,-1.0,-1.0,16.784869976359346,-1.0,-1.0,35.933806146572124,-1.0,-1.0,-1.0,100.00000000000003,-1.0,-1.0,98.46335697399527,93.8534278959811,96.33569739952719,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.10401891252957,72.10401891252957,-1.0,72.10401891252957,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.72340425531917,78.72340425531917,-1.0,78.72340425531917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.81087470449174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.345153664302615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.739952718676136,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Courtyard by Marriott New York Manhattan Times Square,10.38798498122651,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.883604505632036,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.87108886107634,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.3354192740926,-1.0,87.35919899874844,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.47183979974969,79.34918648310386,-1.0,38.42302878598247,40.30037546933667,53.6921151439299,-1.0,-1.0,-1.0,21.026282853566954,19.524405506883596,-1.0,31.53942428035043,30.037546933667073,25.657071339173967,-1.0,51.56445556946181,37.296620775969956,-1.0,-1.0,-1.0,47.434292866082586,-1.0,-1.0,25.782227784730907,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.037546933667073,28.785982478097623,-1.0,6.38297872340425,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.78347934918648,33.541927409261575,-1.0,30.41301627033792,34.1677096370463,37.92240300375468,-1.0,-1.0,-1.0,69.83729662077596,-1.0
Courtyard by Marriott New York Manhattan Upper East Side,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.40996168582376,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.15708812260536,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0153256704981,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.00000000000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.50574712643677,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.72030651340995,-1.0,-1.0,-1.0,-1.0,-1.0,26.053639846743295,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.7816091954023,89.65517241379311,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.095785440613042,29.693486590038333,-1.0,-1.0
Crowne Plaza Times Square Manhattan,-1.0,-1.0,-1.0,-1.0,6.98051948051949,8.279220779220779,-1.0,-1.0,31.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.17207792207792,67.53246753246755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.2435064935065,28.733766233766232,31.168831168831176,-1.0,-1.0,-1.0,-1.0,74.35064935064936,100.00000000000001,-1.0,-1.0,-1.0,90.17857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.074675324675326,21.590909090909093,23.863636363636374,-1.0,-1.0,-1.0,44.48051948051949,-1.0,84.4155844155844,86.12012987012987,82.71103896103897,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.246753246753258,-1.0,-1.0,27.191558441558442,57.873376623376615,17.370129870129873,-1.0,15.016233766233768,52.67857142857143,-1.0,-1.0,7.954545454545453,51.70454545454545,-1.0,-1.0,15.340909090909093,55.92532467532469,-1.0,-1.0,55.60064935064936,56.81818181818183,-1.0,-1.0,61.4448051948052,27.02922077922078,-1.0,-1.0,45.37337662337663,-1.0,-1.0,-1.0,32.79220779220779,-1.0,-1.0,-1.0,26.704545454545453,-1.0,18.668831168831176,-1.0,6.006493506493513,7.548701298701303,9.00974025974027,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.974025974025977,-1.0,-1.0,-1.0
