,features,label
450,"[5.0,735884.0,735911.0,27.0,35.0]",0.0
451,"[2.0,735848.0,735866.0,18.0,26.0]",2.0
452,"[1.0,735950.0,735956.0,6.0,213.0]",0.0
453,"[1.0,735859.0,735872.0,13.0,59.0]",2.0
454,"[4.0,735848.0,735881.0,33.0,1.0]",1.0
455,"[4.0,735913.0,735923.0,10.0,38.0]",2.0
456,"[0.0,735877.0,735892.0,15.0,73.0]",1.0
457,"[0.0,735805.0,735836.0,31.0,63.0]",1.0
458,"[1.0,735905.0,735907.0,2.0,39.0]",3.0
459,"[6.0,735902.0,735917.0,15.0,57.0]",1.0
460,"[4.0,735872.0,735895.0,23.0,52.0]",3.0
461,"[4.0,735854.0,735888.0,34.0,42.0]",3.0
462,"[4.0,735814.0,735818.0,4.0,11.0]",1.0
463,"[3.0,735952.0,735954.0,2.0,47.0]",2.0
464,"[4.0,735801.0,735832.0,31.0,28.0]",1.0
465,"[4.0,735867.0,735881.0,14.0,1.0]",1.0
466,"[4.0,735911.0,735944.0,33.0,72.0]",0.0
467,"[4.0,735838.0,735839.0,1.0,223.0]",2.0
468,"[2.0,735797.0,735803.0,6.0,76.0]",0.0
469,"[3.0,735894.0,735926.0,32.0,62.0]",1.0
470,"[2.0,735848.0,735880.0,32.0,34.0]",2.0
471,"[5.0,735878.0,735904.0,26.0,59.0]",2.0
472,"[2.0,735797.0,735831.0,34.0,103.0]",2.0
473,"[1.0,735881.0,735886.0,5.0,33.0]",2.0
474,"[3.0,735816.0,735821.0,5.0,46.0]",2.0
475,"[3.0,735890.0,735919.0,29.0,125.0]",3.0
476,"[5.0,735839.0,735855.0,16.0,37.0]",1.0
477,"[0.0,735884.0,735913.0,29.0,2.0]",2.0
478,"[6.0,735854.0,735882.0,28.0,39.0]",2.0
479,"[0.0,735924.0,735941.0,17.0,44.0]",2.0
480,"[1.0,735815.0,735816.0,1.0,229.0]",1.0
481,"[2.0,735817.0,735838.0,21.0,153.0]",3.0
482,"[3.0,735958.0,735961.0,3.0,366.0]",2.0
483,"[6.0,735798.0,735805.0,7.0,50.0]",0.0
484,"[5.0,735959.0,735960.0,1.0,197.0]",2.0
485,"[2.0,735870.0,735880.0,10.0,157.0]",1.0
486,"[0.0,735806.0,735815.0,9.0,51.0]",3.0
487,"[0.0,735854.0,735871.0,17.0,72.0]",0.0
488,"[2.0,735911.0,735915.0,4.0,285.0]",2.0
489,"[5.0,735925.0,735953.0,28.0,179.0]",3.0
490,"[5.0,735853.0,735869.0,16.0,11.0]",3.0
491,"[4.0,735819.0,735846.0,27.0,170.0]",3.0
492,"[5.0,735849.0,735883.0,34.0,24.0]",2.0
493,"[0.0,735883.0,735899.0,16.0,51.0]",1.0
494,"[0.0,735806.0,735808.0,2.0,16.0]",2.0
495,"[3.0,735888.0,735912.0,24.0,18.0]",2.0
496,"[4.0,735916.0,735923.0,7.0,62.0]",2.0
497,"[4.0,735917.0,735930.0,13.0,72.0]",3.0
498,"[2.0,735839.0,735859.0,20.0,39.0]",0.0
499,"[2.0,735860.0,735880.0,20.0,32.0]",2.0
500,"[2.0,735875.0,735880.0,5.0,6.0]",2.0
501,"[0.0,735852.0,735878.0,26.0,55.0]",2.0
502,"[3.0,735898.0,735905.0,7.0,62.0]",1.0
503,"[6.0,735861.0,735882.0,21.0,21.0]",2.0
504,"[5.0,735903.0,735932.0,29.0,24.0]",0.0
505,"[0.0,735871.0,735878.0,7.0,32.0]",0.0
506,"[2.0,735831.0,735838.0,7.0,45.0]",2.0
507,"[4.0,735921.0,735937.0,16.0,355.0]",0.0
508,"[4.0,735875.0,735909.0,34.0,22.0]",1.0
509,"[1.0,735911.0,735928.0,17.0,56.0]",3.0
510,"[5.0,735958.0,735967.0,9.0,60.0]",0.0
511,"[2.0,735815.0,735817.0,2.0,31.0]",2.0
512,"[4.0,735948.0,735965.0,17.0,61.0]",1.0
513,"[1.0,735850.0,735851.0,1.0,38.0]",2.0
514,"[1.0,735912.0,735942.0,30.0,50.0]",2.0
515,"[1.0,735861.0,735865.0,4.0,63.0]",0.0
516,"[2.0,735877.0,735887.0,10.0,182.0]",1.0
517,"[0.0,735902.0,735927.0,25.0,107.0]",1.0
518,"[2.0,735828.0,735852.0,24.0,35.0]",1.0
519,"[2.0,735799.0,735831.0,32.0,41.0]",1.0
520,"[0.0,735846.0,735857.0,11.0,38.0]",1.0
521,"[5.0,735948.0,735960.0,12.0,44.0]",1.0
522,"[1.0,735951.0,735977.0,26.0,7.0]",2.0
523,"[6.0,735901.0,735931.0,30.0,251.0]",2.0
524,"[6.0,735802.0,735812.0,10.0,26.0]",0.0
525,"[1.0,735911.0,735914.0,3.0,0.0]",1.0
526,"[1.0,735864.0,735872.0,8.0,46.0]",0.0
527,"[5.0,735910.0,735911.0,1.0,331.0]",0.0
528,"[2.0,735906.0,735915.0,9.0,46.0]",1.0
529,"[2.0,735814.0,735831.0,17.0,42.0]",3.0
530,"[5.0,735836.0,735841.0,5.0,217.0]",1.0
531,"[4.0,735814.0,735846.0,32.0,6.0]",2.0
532,"[1.0,735962.0,735970.0,8.0,137.0]",0.0
533,"[3.0,735826.0,735842.0,16.0,30.0]",1.0
534,"[2.0,735797.0,735810.0,13.0,57.0]",1.0
535,"[6.0,735920.0,735931.0,11.0,11.0]",3.0
536,"[5.0,735880.0,735904.0,24.0,42.0]",2.0
537,"[6.0,735901.0,735924.0,23.0,105.0]",3.0
538,"[6.0,735892.0,735917.0,25.0,3.0]",0.0
539,"[3.0,735839.0,735849.0,10.0,19.0]",1.0
540,"[3.0,735925.0,735926.0,1.0,164.0]",1.0
541,"[1.0,735841.0,735872.0,31.0,4.0]",1.0
542,"[4.0,735898.0,735902.0,4.0,172.0]",1.0
543,"[0.0,735896.0,735899.0,3.0,155.0]",0.0
544,"[2.0,735948.0,735971.0,23.0,8.0]",3.0
545,"[2.0,735904.0,735929.0,25.0,114.0]",2.0
546,"[6.0,735908.0,735931.0,23.0,9.0]",3.0
547,"[4.0,735873.0,735881.0,8.0,24.0]",1.0
548,"[4.0,735813.0,735825.0,12.0,19.0]",1.0
549,"[1.0,735902.0,735935.0,33.0,7.0]",3.0
550,"[4.0,735818.0,735846.0,28.0,43.0]",2.0
551,"[6.0,735822.0,735840.0,18.0,305.0]",1.0
552,"[4.0,735952.0,735965.0,13.0,47.0]",1.0
553,"[2.0,735798.0,735831.0,33.0,62.0]",2.0
554,"[1.0,735888.0,735900.0,12.0,33.0]",0.0
555,"[1.0,735905.0,735921.0,16.0,37.0]",0.0
556,"[6.0,735912.0,735931.0,19.0,11.0]",3.0
557,"[0.0,735883.0,735913.0,30.0,56.0]",0.0
558,"[0.0,735946.0,735962.0,16.0,102.0]",1.0
559,"[1.0,735876.0,735879.0,3.0,205.0]",1.0
560,"[1.0,735862.0,735879.0,17.0,0.0]",3.0
561,"[2.0,735916.0,735950.0,34.0,72.0]",1.0
562,"[1.0,735891.0,735900.0,9.0,46.0]",2.0
563,"[6.0,735879.0,735910.0,31.0,63.0]",1.0
564,"[0.0,735858.0,735885.0,27.0,2.0]",0.0
565,"[5.0,735947.0,735960.0,13.0,60.0]",2.0
566,"[2.0,735908.0,735915.0,7.0,104.0]",1.0
567,"[4.0,735806.0,735839.0,33.0,11.0]",1.0
568,"[0.0,735925.0,735955.0,30.0,92.0]",3.0
569,"[5.0,735819.0,735820.0,1.0,169.0]",1.0
570,"[2.0,735870.0,735873.0,3.0,0.0]",0.0
571,"[4.0,735930.0,735951.0,21.0,1.0]",3.0
572,"[0.0,735954.0,735955.0,1.0,8.0]",3.0
573,"[3.0,735898.0,735926.0,28.0,72.0]",2.0
574,"[2.0,735841.0,735845.0,4.0,66.0]",2.0
575,"[4.0,735873.0,735902.0,29.0,128.0]",1.0
576,"[0.0,735897.0,735899.0,2.0,163.0]",2.0
577,"[3.0,735828.0,735849.0,21.0,40.0]",2.0
578,"[5.0,735913.0,735932.0,19.0,24.0]",0.0
579,"[6.0,735826.0,735854.0,28.0,40.0]",1.0
580,"[0.0,735845.0,735857.0,12.0,3.0]",2.0
581,"[5.0,735957.0,735988.0,31.0,2.0]",3.0
582,"[3.0,735836.0,735870.0,34.0,38.0]",2.0
583,"[6.0,735893.0,735910.0,17.0,37.0]",3.0
584,"[4.0,735892.0,735909.0,17.0,40.0]",0.0
585,"[4.0,735836.0,735846.0,10.0,197.0]",2.0
586,"[5.0,735902.0,735911.0,9.0,20.0]",2.0
587,"[1.0,735904.0,735914.0,10.0,130.0]",2.0
588,"[5.0,735960.0,735988.0,28.0,33.0]",2.0
589,"[0.0,735799.0,735822.0,23.0,71.0]",2.0
590,"[3.0,735851.0,735856.0,5.0,53.0]",3.0
591,"[6.0,735878.0,735910.0,32.0,5.0]",3.0
592,"[4.0,735860.0,735881.0,21.0,39.0]",1.0
593,"[3.0,735956.0,735961.0,5.0,56.0]",2.0
594,"[5.0,735943.0,735946.0,3.0,12.0]",2.0
595,"[4.0,735804.0,735832.0,28.0,12.0]",0.0
596,"[4.0,735955.0,735972.0,17.0,46.0]",0.0
597,"[2.0,735949.0,735950.0,1.0,176.0]",0.0
598,"[4.0,735831.0,735853.0,22.0,6.0]",1.0
599,"[2.0,735832.0,735859.0,27.0,192.0]",1.0
600,"[4.0,735901.0,735902.0,1.0,14.0]",1.0
601,"[6.0,735954.0,735959.0,5.0,387.0]",3.0
602,"[0.0,735833.0,735850.0,17.0,42.0]",0.0
603,"[5.0,735904.0,735925.0,21.0,28.0]",0.0
604,"[6.0,735872.0,735903.0,31.0,42.0]",0.0
605,"[3.0,735897.0,735898.0,1.0,74.0]",1.0
606,"[0.0,735830.0,735857.0,27.0,104.0]",1.0
607,"[4.0,735858.0,735874.0,16.0,134.0]",2.0
608,"[5.0,735852.0,735855.0,3.0,227.0]",2.0
609,"[0.0,735853.0,735878.0,25.0,18.0]",1.0
610,"[6.0,735851.0,735882.0,31.0,7.0]",3.0
611,"[6.0,735906.0,735924.0,18.0,51.0]",0.0
612,"[1.0,735867.0,735879.0,12.0,309.0]",2.0
613,"[4.0,735827.0,735846.0,19.0,8.0]",1.0
614,"[1.0,735806.0,735809.0,3.0,38.0]",0.0
615,"[6.0,735848.0,735854.0,6.0,6.0]",1.0
616,"[3.0,735805.0,735821.0,16.0,70.0]",1.0
617,"[0.0,735905.0,735913.0,8.0,48.0]",1.0
618,"[2.0,735943.0,735957.0,14.0,84.0]",2.0
619,"[5.0,735874.0,735890.0,16.0,254.0]",1.0
620,"[4.0,735798.0,735804.0,6.0,41.0]",1.0
621,"[2.0,735804.0,735824.0,20.0,25.0]",1.0
622,"[2.0,735813.0,735845.0,32.0,15.0]",3.0
623,"[2.0,735902.0,735915.0,13.0,52.0]",3.0
624,"[0.0,735824.0,735850.0,26.0,0.0]",0.0
625,"[4.0,735959.0,735965.0,6.0,16.0]",1.0
626,"[1.0,735827.0,735858.0,31.0,12.0]",3.0
627,"[3.0,735910.0,735940.0,30.0,37.0]",1.0
628,"[5.0,735908.0,735932.0,24.0,0.0]",3.0
629,"[2.0,735903.0,735908.0,5.0,116.0]",2.0
630,"[6.0,735909.0,735910.0,1.0,207.0]",1.0
631,"[0.0,735837.0,735857.0,20.0,32.0]",2.0
632,"[5.0,735819.0,735841.0,22.0,43.0]",1.0
633,"[0.0,735884.0,735899.0,15.0,90.0]",1.0
634,"[0.0,735851.0,735864.0,13.0,60.0]",0.0
635,"[4.0,735916.0,735930.0,14.0,24.0]",2.0
636,"[2.0,735859.0,735873.0,14.0,52.0]",3.0
637,"[4.0,735876.0,735888.0,12.0,93.0]",1.0
638,"[3.0,735881.0,735905.0,24.0,70.0]",3.0
639,"[0.0,735853.0,735857.0,4.0,320.0]",1.0
640,"[4.0,735812.0,735839.0,27.0,17.0]",1.0
641,"[0.0,735873.0,735878.0,5.0,100.0]",3.0
642,"[1.0,735858.0,735886.0,28.0,4.0]",0.0
643,"[2.0,735912.0,735922.0,10.0,4.0]",0.0
644,"[0.0,735880.0,735913.0,33.0,13.0]",2.0
645,"[6.0,735910.0,735924.0,14.0,11.0]",0.0
646,"[0.0,735862.0,735878.0,16.0,14.0]",1.0
647,"[2.0,735924.0,735929.0,5.0,31.0]",1.0
648,"[3.0,735902.0,735933.0,31.0,57.0]",3.0
649,"[0.0,735803.0,735815.0,12.0,328.0]",2.0
650,"[3.0,735831.0,735856.0,25.0,31.0]",1.0
651,"[1.0,735829.0,735858.0,29.0,224.0]",1.0
652,"[3.0,735872.0,735905.0,33.0,6.0]",2.0
653,"[3.0,735820.0,735821.0,1.0,0.0]",1.0
654,"[5.0,735826.0,735827.0,1.0,148.0]",0.0
655,"[3.0,735884.0,735891.0,7.0,23.0]",1.0
656,"[4.0,735821.0,735846.0,25.0,7.0]",3.0
657,"[6.0,735865.0,735882.0,17.0,21.0]",2.0
658,"[2.0,735875.0,735880.0,5.0,81.0]",2.0
659,"[0.0,735799.0,735801.0,2.0,17.0]",3.0
660,"[1.0,735899.0,735900.0,1.0,32.0]",1.0
661,"[6.0,735918.0,735938.0,20.0,1.0]",1.0
662,"[2.0,735868.0,735901.0,33.0,15.0]",1.0
663,"[5.0,735922.0,735932.0,10.0,110.0]",3.0
664,"[5.0,735801.0,735834.0,33.0,36.0]",2.0
665,"[0.0,735871.0,735892.0,21.0,3.0]",2.0
666,"[6.0,735835.0,735854.0,19.0,60.0]",2.0
667,"[5.0,735951.0,735953.0,2.0,7.0]",2.0
668,"[2.0,735849.0,735873.0,24.0,6.0]",3.0
669,"[2.0,735857.0,735866.0,9.0,0.0]",0.0
670,"[5.0,735872.0,735897.0,25.0,4.0]",3.0
671,"[0.0,735955.0,735976.0,21.0,306.0]",3.0
672,"[5.0,735950.0,735953.0,3.0,383.0]",3.0
673,"[0.0,735896.0,735920.0,24.0,26.0]",1.0
674,"[4.0,735885.0,735909.0,24.0,88.0]",0.0
675,"[0.0,735907.0,735934.0,27.0,0.0]",0.0
676,"[1.0,735957.0,735963.0,6.0,265.0]",1.0
677,"[1.0,735821.0,735837.0,16.0,10.0]",0.0
678,"[3.0,735830.0,735842.0,12.0,35.0]",3.0
679,"[1.0,735954.0,735956.0,2.0,97.0]",2.0
680,"[3.0,735819.0,735828.0,9.0,50.0]",1.0
681,"[6.0,735875.0,735896.0,21.0,45.0]",3.0
682,"[1.0,735955.0,735956.0,1.0,56.0]",2.0
683,"[6.0,735912.0,735931.0,19.0,6.0]",1.0
684,"[4.0,735923.0,735944.0,21.0,110.0]",1.0
685,"[0.0,735907.0,735920.0,13.0,69.0]",2.0
686,"[3.0,735814.0,735842.0,28.0,10.0]",3.0
687,"[5.0,735833.0,735834.0,1.0,286.0]",2.0
688,"[6.0,735807.0,735819.0,12.0,360.0]",0.0
689,"[3.0,735871.0,735891.0,20.0,25.0]",2.0
690,"[6.0,735962.0,735980.0,18.0,40.0]",0.0
691,"[0.0,735928.0,735934.0,6.0,46.0]",3.0
692,"[3.0,735812.0,735835.0,23.0,10.0]",3.0
693,"[2.0,735942.0,735971.0,29.0,25.0]",1.0
694,"[4.0,735928.0,735930.0,2.0,397.0]",3.0
695,"[5.0,735831.0,735841.0,10.0,87.0]",2.0
696,"[0.0,735947.0,735962.0,15.0,218.0]",1.0
697,"[2.0,735832.0,735866.0,34.0,111.0]",1.0
698,"[5.0,735864.0,735883.0,19.0,198.0]",0.0
699,"[4.0,735880.0,735881.0,1.0,5.0]",1.0
700,"[4.0,735852.0,735874.0,22.0,124.0]",1.0
701,"[6.0,735856.0,735868.0,12.0,147.0]",3.0
702,"[4.0,735949.0,735951.0,2.0,288.0]",1.0
703,"[3.0,735853.0,735863.0,10.0,100.0]",1.0
704,"[1.0,735859.0,735872.0,13.0,30.0]",2.0
705,"[4.0,735962.0,735993.0,31.0,5.0]",0.0
706,"[3.0,735806.0,735807.0,1.0,9.0]",1.0
707,"[0.0,735877.0,735892.0,15.0,38.0]",2.0
708,"[6.0,735858.0,735868.0,10.0,11.0]",3.0
709,"[0.0,735931.0,735941.0,10.0,37.0]",0.0
710,"[1.0,735871.0,735886.0,15.0,11.0]",3.0
711,"[3.0,735802.0,735828.0,26.0,54.0]",2.0
712,"[0.0,735803.0,735836.0,33.0,31.0]",3.0
713,"[6.0,735951.0,735952.0,1.0,47.0]",1.0
714,"[1.0,735797.0,735802.0,5.0,4.0]",1.0
715,"[2.0,735909.0,735936.0,27.0,120.0]",2.0
716,"[4.0,735814.0,735818.0,4.0,32.0]",1.0
717,"[3.0,735840.0,735849.0,9.0,10.0]",3.0
718,"[0.0,735924.0,735948.0,24.0,130.0]",2.0
719,"[2.0,735881.0,735901.0,20.0,120.0]",1.0
720,"[5.0,735924.0,735946.0,22.0,36.0]",2.0
721,"[0.0,735877.0,735885.0,8.0,12.0]",3.0
722,"[0.0,735905.0,735913.0,8.0,25.0]",2.0
723,"[5.0,735835.0,735841.0,6.0,5.0]",2.0
724,"[3.0,735895.0,735898.0,3.0,35.0]",2.0
725,"[3.0,735894.0,735926.0,32.0,25.0]",2.0
726,"[0.0,735828.0,735857.0,29.0,283.0]",0.0
727,"[5.0,735929.0,735946.0,17.0,57.0]",1.0
728,"[0.0,735911.0,735913.0,2.0,44.0]",1.0
729,"[5.0,735963.0,735988.0,25.0,204.0]",2.0
730,"[1.0,735922.0,735949.0,27.0,23.0]",2.0
731,"[0.0,735958.0,735962.0,4.0,354.0]",2.0
732,"[3.0,735832.0,735842.0,10.0,53.0]",1.0
733,"[0.0,735806.0,735822.0,16.0,62.0]",3.0
734,"[6.0,735898.0,735931.0,33.0,50.0]",3.0
735,"[5.0,735870.0,735897.0,27.0,1.0]",2.0
736,"[5.0,735889.0,735904.0,15.0,0.0]",3.0
737,"[5.0,735854.0,735855.0,1.0,176.0]",0.0
738,"[4.0,735814.0,735839.0,25.0,31.0]",1.0
739,"[4.0,735878.0,735895.0,17.0,5.0]",2.0
740,"[6.0,735841.0,735868.0,27.0,48.0]",1.0
741,"[3.0,735945.0,735975.0,30.0,68.0]",2.0
742,"[4.0,735871.0,735881.0,10.0,202.0]",1.0
743,"[2.0,735878.0,735887.0,9.0,41.0]",1.0
744,"[5.0,735947.0,735981.0,34.0,54.0]",3.0
745,"[5.0,735854.0,735869.0,15.0,32.0]",1.0
746,"[2.0,735819.0,735824.0,5.0,42.0]",0.0
747,"[4.0,735925.0,735951.0,26.0,1.0]",0.0
748,"[6.0,735911.0,735931.0,20.0,14.0]",1.0
749,"[5.0,735884.0,735897.0,13.0,19.0]",2.0
750,"[0.0,735882.0,735892.0,10.0,70.0]",1.0
751,"[2.0,735839.0,735859.0,20.0,12.0]",3.0
752,"[6.0,735816.0,735840.0,24.0,1.0]",0.0
753,"[5.0,735820.0,735848.0,28.0,52.0]",1.0
754,"[3.0,735898.0,735905.0,7.0,17.0]",2.0
755,"[4.0,735902.0,735923.0,21.0,14.0]",1.0
756,"[4.0,735908.0,735916.0,8.0,197.0]",3.0
757,"[4.0,735890.0,735916.0,26.0,26.0]",1.0
758,"[1.0,735888.0,735921.0,33.0,104.0]",1.0
759,"[0.0,735904.0,735927.0,23.0,36.0]",0.0
760,"[4.0,735803.0,735825.0,22.0,1.0]",2.0
761,"[4.0,735945.0,735951.0,6.0,44.0]",2.0
762,"[1.0,735859.0,735872.0,13.0,81.0]",3.0
763,"[6.0,735843.0,735868.0,25.0,159.0]",3.0
764,"[0.0,735911.0,735920.0,9.0,16.0]",3.0
765,"[6.0,735839.0,735868.0,29.0,4.0]",3.0
766,"[3.0,735909.0,735919.0,10.0,108.0]",1.0
767,"[2.0,735837.0,735866.0,29.0,43.0]",0.0
768,"[6.0,735912.0,735938.0,26.0,34.0]",2.0
769,"[0.0,735846.0,735857.0,11.0,11.0]",0.0
770,"[0.0,735849.0,735857.0,8.0,66.0]",3.0
771,"[0.0,735855.0,735878.0,23.0,29.0]",0.0
772,"[3.0,735802.0,735835.0,33.0,0.0]",3.0
773,"[0.0,735851.0,735885.0,34.0,2.0]",2.0
774,"[2.0,735906.0,735922.0,16.0,18.0]",1.0
775,"[1.0,735895.0,735914.0,19.0,40.0]",1.0
776,"[5.0,735832.0,735862.0,30.0,37.0]",3.0
777,"[0.0,735893.0,735927.0,34.0,1.0]",3.0
778,"[2.0,735956.0,735957.0,1.0,80.0]",0.0
779,"[5.0,735906.0,735932.0,26.0,60.0]",1.0
780,"[0.0,735796.0,735808.0,12.0,2.0]",0.0
781,"[0.0,735896.0,735899.0,3.0,35.0]",0.0
782,"[1.0,735817.0,735837.0,20.0,5.0]",0.0
783,"[0.0,735903.0,735913.0,10.0,109.0]",1.0
784,"[2.0,735832.0,735852.0,20.0,13.0]",0.0
785,"[4.0,735816.0,735839.0,23.0,23.0]",3.0
786,"[4.0,735820.0,735839.0,19.0,234.0]",2.0
787,"[5.0,735921.0,735946.0,25.0,17.0]",0.0
788,"[4.0,735833.0,735839.0,6.0,46.0]",3.0
789,"[1.0,735834.0,735851.0,17.0,42.0]",0.0
790,"[1.0,735948.0,735977.0,29.0,64.0]",3.0
791,"[0.0,735874.0,735892.0,18.0,28.0]",1.0
792,"[5.0,735859.0,735890.0,31.0,22.0]",1.0
793,"[2.0,735842.0,735859.0,17.0,192.0]",1.0
794,"[4.0,735896.0,735923.0,27.0,9.0]",3.0
795,"[1.0,735809.0,735823.0,14.0,169.0]",1.0
796,"[3.0,735910.0,735912.0,2.0,124.0]",1.0
797,"[0.0,735800.0,735829.0,29.0,7.0]",0.0
798,"[1.0,735916.0,735935.0,19.0,56.0]",2.0
799,"[1.0,735870.0,735893.0,23.0,13.0]",2.0
800,"[5.0,735834.0,735855.0,21.0,281.0]",2.0
801,"[3.0,735962.0,735975.0,13.0,33.0]",2.0
802,"[2.0,735917.0,735929.0,12.0,9.0]",0.0
803,"[4.0,735830.0,735853.0,23.0,223.0]",0.0
804,"[2.0,735845.0,735866.0,21.0,13.0]",1.0
805,"[4.0,735809.0,735825.0,16.0,9.0]",2.0
806,"[2.0,735897.0,735901.0,4.0,49.0]",1.0
807,"[2.0,735900.0,735901.0,1.0,208.0]",3.0
808,"[6.0,735815.0,735840.0,25.0,54.0]",1.0
809,"[0.0,735944.0,735962.0,18.0,1.0]",1.0
810,"[4.0,735799.0,735811.0,12.0,63.0]",2.0
811,"[1.0,735872.0,735886.0,14.0,2.0]",3.0
812,"[5.0,735889.0,735890.0,1.0,176.0]",0.0
813,"[0.0,735875.0,735885.0,10.0,21.0]",0.0
814,"[1.0,735862.0,735879.0,17.0,31.0]",0.0
815,"[1.0,735854.0,735872.0,18.0,0.0]",1.0
816,"[3.0,735817.0,735849.0,32.0,10.0]",0.0
817,"[0.0,735823.0,735836.0,13.0,10.0]",0.0
818,"[6.0,735952.0,735959.0,7.0,243.0]",1.0
819,"[1.0,735837.0,735844.0,7.0,7.0]",1.0
820,"[4.0,735813.0,735846.0,33.0,18.0]",1.0
821,"[3.0,735859.0,735884.0,25.0,0.0]",3.0
822,"[2.0,735819.0,735845.0,26.0,40.0]",3.0
823,"[4.0,735896.0,735909.0,13.0,35.0]",0.0
824,"[5.0,735860.0,735869.0,9.0,11.0]",2.0
825,"[0.0,735804.0,735836.0,32.0,229.0]",3.0
826,"[2.0,735928.0,735943.0,15.0,107.0]",1.0
827,"[4.0,735838.0,735867.0,29.0,121.0]",3.0
828,"[0.0,735852.0,735871.0,19.0,32.0]",1.0
829,"[3.0,735958.0,735982.0,24.0,48.0]",2.0
830,"[0.0,735923.0,735934.0,11.0,378.0]",1.0
831,"[1.0,735890.0,735921.0,31.0,91.0]",3.0
832,"[1.0,735835.0,735865.0,30.0,4.0]",1.0
833,"[6.0,735850.0,735868.0,18.0,24.0]",3.0
834,"[5.0,735816.0,735848.0,32.0,100.0]",2.0
835,"[1.0,735821.0,735823.0,2.0,47.0]",3.0
836,"[6.0,735912.0,735924.0,12.0,69.0]",1.0
837,"[2.0,735874.0,735908.0,34.0,277.0]",0.0
838,"[1.0,735889.0,735900.0,11.0,3.0]",3.0
839,"[3.0,735817.0,735828.0,11.0,9.0]",2.0
840,"[5.0,735872.0,735883.0,11.0,0.0]",3.0
841,"[0.0,735838.0,735850.0,12.0,43.0]",0.0
842,"[5.0,735911.0,735932.0,21.0,2.0]",3.0
843,"[5.0,735902.0,735911.0,9.0,123.0]",2.0
844,"[2.0,735815.0,735845.0,30.0,4.0]",1.0
845,"[2.0,735949.0,735957.0,8.0,25.0]",1.0
846,"[1.0,735824.0,735858.0,34.0,47.0]",2.0
847,"[5.0,735888.0,735918.0,30.0,72.0]",3.0
848,"[0.0,735893.0,735920.0,27.0,76.0]",0.0
849,"[4.0,735931.0,735965.0,34.0,0.0]",1.0
850,"[3.0,735881.0,735898.0,17.0,15.0]",2.0
851,"[1.0,735922.0,735935.0,13.0,1.0]",2.0
852,"[4.0,735804.0,735832.0,28.0,41.0]",3.0
853,"[0.0,735899.0,735913.0,14.0,56.0]",1.0
854,"[6.0,735853.0,735875.0,22.0,95.0]",2.0
855,"[0.0,735960.0,735962.0,2.0,30.0]",1.0
856,"[2.0,735862.0,735873.0,11.0,35.0]",1.0
857,"[3.0,735900.0,735905.0,5.0,14.0]",1.0
858,"[2.0,735916.0,735922.0,6.0,95.0]",0.0
859,"[4.0,735842.0,735853.0,11.0,25.0]",1.0
860,"[3.0,735903.0,735905.0,2.0,123.0]",3.0
861,"[1.0,735904.0,735907.0,3.0,38.0]",0.0
862,"[4.0,735800.0,735811.0,11.0,116.0]",0.0
863,"[1.0,735852.0,735872.0,20.0,51.0]",3.0
864,"[1.0,735899.0,735914.0,15.0,90.0]",0.0
865,"[2.0,735895.0,735915.0,20.0,77.0]",1.0
866,"[1.0,735843.0,735844.0,1.0,23.0]",1.0
867,"[3.0,735960.0,735982.0,22.0,114.0]",1.0
868,"[5.0,735910.0,735932.0,22.0,22.0]",1.0
869,"[4.0,735908.0,735916.0,8.0,108.0]",0.0
870,"[2.0,735944.0,735950.0,6.0,86.0]",1.0
871,"[2.0,735804.0,735824.0,20.0,50.0]",2.0
872,"[4.0,735857.0,735888.0,31.0,34.0]",0.0
873,"[5.0,735955.0,735960.0,5.0,285.0]",1.0
874,"[6.0,735853.0,735882.0,29.0,11.0]",1.0
875,"[3.0,735808.0,735814.0,6.0,34.0]",3.0
876,"[6.0,735823.0,735854.0,31.0,23.0]",0.0
877,"[5.0,735817.0,735820.0,3.0,3.0]",2.0
878,"[0.0,735798.0,735801.0,3.0,18.0]",2.0
879,"[6.0,735843.0,735875.0,32.0,44.0]",1.0
880,"[4.0,735824.0,735846.0,22.0,43.0]",2.0
881,"[5.0,735908.0,735932.0,24.0,39.0]",0.0
882,"[0.0,735917.0,735941.0,24.0,0.0]",0.0
883,"[3.0,735946.0,735954.0,8.0,36.0]",1.0
884,"[1.0,735875.0,735886.0,11.0,11.0]",3.0
885,"[6.0,735845.0,735861.0,16.0,17.0]",0.0
886,"[1.0,735800.0,735823.0,23.0,18.0]",0.0
887,"[4.0,735837.0,735839.0,2.0,409.0]",0.0
888,"[3.0,735831.0,735849.0,18.0,23.0]",1.0
889,"[0.0,735836.0,735850.0,14.0,0.0]",0.0
890,"[3.0,735848.0,735849.0,1.0,0.0]",1.0
891,"[5.0,735959.0,735967.0,8.0,179.0]",3.0
892,"[1.0,735892.0,735921.0,29.0,13.0]",3.0
893,"[5.0,735847.0,735862.0,15.0,11.0]",0.0
894,"[6.0,735824.0,735840.0,16.0,10.0]",0.0
895,"[0.0,735850.0,735857.0,7.0,115.0]",3.0
896,"[5.0,735847.0,735862.0,15.0,84.0]",3.0
897,"[1.0,735861.0,735893.0,32.0,22.0]",2.0
898,"[5.0,735818.0,735834.0,16.0,33.0]",2.0
899,"[6.0,735880.0,735896.0,16.0,9.0]",0.0
900,"[3.0,735837.0,735856.0,19.0,151.0]",0.0
